FECHA;Meteo_Madrid.Vel viento (m/s);Meteo_Madrid.Temperatura (ºC);Meteo_Madrid.Presión barométrica (mb);Meteo_Madrid.Precipitación (l/m2);M30.UsuariosCalle30 (veh);M30.vehxKmTotales;M30.vehxKmRamales;SO2 (µg/m 3);CO (mg/m3);NO (µg/m3);NO2 (µg/m 3);NOx (µg/m3);PM2.5 (µg/m3);PM10 (µg/m3);O3 (µg/m 3);TOL (µg/m3);BEN (µg/m3);EBE (µg/m3);TCH (mg/m3);CH4 (mg/m3);NMHC (mg/m3)
12/12/2018;3,3;4,35;950,1;0;1248772;8077091;2135700;11;0,5;51,5;54,5;129;24,5;32;8;3,85;0,8;0,65;1,77;1,6;0,12
13/12/2018;7,4;6,8;940,6;8,5;1382555;8879573;2272165;9;0,3;8,5;34,5;49,5;7,5;10;43;0,95;0,35;0,2;1,46;1,34;0,07
14/12/2018;5,4;5,85;950,2;0;1409290;9184746;2332543;9;0,4;16,5;48;72,5;6;10;36;1,8;0,5;0,35;1,54;1,34;0,1
15/12/2018;3,5;4,45;954,7;0;1044872;6922089;1748456;10;0,4;31,5;49,5;102,5;10,5;19;17,5;1,95;0,55;0,4;1,64;1,48;0,09
16/12/2018;6,2;8,85;950,5;0,35;914179;5983150;1542120;8,5;0,3;4;21,5;28;5;8;47;0,5;0,25;0,1;1,4;1,33;0,05
17/12/2018;3,9;4,8;956,9;0;1015946;6682866;1710906;11,5;0,6;58,5;62,5;153;10;22;27;2,05;0,5;0,45;1,56;1,4;0,13
18/12/2018;3,1;3,4;953,6;0,05;1700092;11036636;2880846;13,5;0,5;57;65;153,5;15;26;8;3,55;0,85;0,55;1,69;1,54;0,12
19/12/2018;3,6;7,05;952,2;0,4;1323032;8737663;2280396;10;0,4;23;50,5;83;11;16,5;18;2,1;0,5;0,4;1,5;1,38;0,09
20/12/2018;1,9;7,8;955,6;0;1468663;9615290;2532333;10;0,4;24,5;47,5;82;10,5;16,5;19,5;1,9;0,45;0,4;1,54;1,43;0,08
21/12/2018;1,7;6,8;960,2;0;1446798;9504468;2447762;10;0,4;15;47;69,5;12;16,5;18;1,6;0,45;0,3;1,59;1,5;0,08
22/12/2018;2,5;7,3;960,8;0;1015763;6705139;1721856;10;0,4;8,5;43,5;58,5;19,5;23;14,5;1,2;0,45;0,2;1,43;1,36;0,07
23/12/2018;2,4;6,75;959,8;0;822864;5464575;1422686;9,5;0,5;48;41;114,5;15,5;17;13;2,35;0,7;0,35;1,59;1,48;0,11
24/12/2018;2,1;6,7;958,4;0;927059;6012447;1566603;14,5;0,8;100;60;220;17;23;6;4;1,2;0,5;1,64;1,49;0,155
25/12/2018;2,4;8,05;956,8;0;827670;5493854;1401709;14,5;0,6;32;51,5;100,5;13;14;11,5;1,65;0,7;0,35;1,445;1,33;0,115
26/12/2018;1,4;6,9;957,3;0;1193493;7903901;2044304;14;0,65;84;67,5;189,5;15;25;9;4,15;1,05;0,6;1,435;1,305;0,13
27/12/2018;1,4;5,4;956,1;0;1210192;7931676;2070009;15;0,65;94;67;213,5;25,5;36,5;5;5,65;1,05;0,7;1,85;1,66;0,17
28/12/2018;3,3;6,2;956,5;0;1146708;7484783;1957695;14;0,6;65;55,5;155;18,5;26,5;14;2,85;0,7;0,55;1,62;1,49;0,13
29/12/2018;3,9;6,2;957,9;0;850510;5583340;1446933;12,5;0,45;17,5;39,5;65;9;13,5;23;1,35;0,45;0,3;1,52;1,41;0,09
30/12/2018;4,2;7,5;958,7;0;840420;5334240;1395247;13;0,5;39,5;52;116;9;16,5;23;1,85;0,55;0,35;1,54;1,37;0,12
31/12/2018;1,7;6,6;959,7;0;861252;5488332;1429848;16,5;0,65;77,5;77,5;197;15;25;10,5;3,05;1,1;0,5;1,79;1,56;0,17
01/01/2019;0,405;5,75;951;0;815339;5365854;1357963;16,5;0,6;47,5;64,5;139;21,5;28;12,5;2,1;1;0,35;1,84;1,63;0,13
02/01/2019;0,395;5,2;950;0;1116946;7113481;1891514;17;0,7;91,5;79;219;22;36;8;4,5;1,25;0,75;1,79;1,54;0,2
03/01/2019;0,57;5,9;950;0;1199714;7682522;2022216;15;0,5;55;65;152,5;12;23;18;3,3;0,85;0,55;1,56;1,39;0,13
04/01/2019;0,39;5,2;951;0;1185226;7542163;1991348;17;0,8;97,5;82,5;239;20;34;9;4,55;1,05;0,75;1,78;1,53;0,2
05/01/2019;0,385;4,7;953;0;892173;5589625;1495699;15,5;0,8;84;75,5;201;22;31;9;4,3;1,2;0,65;1,93;1,67;0,23
06/01/2019;0,385;5,45;951;0;877035;5651453;1486232;18;0,75;79;79,5;201,5;26;32;10;3,85;1,25;0,6;1,9;1,64;0,25
07/01/2019;0,395;6,7;950;0;790318;5047864;1356991;17;0,5;41;76;141,5;16;21;13;2,9;0,95;0,5;1,67;1,44;0,22
08/01/2019;0,405;6,4;950;0;1297012;8250478;2186611;16;0,7;84,5;79;212;14;25,5;12;4,4;1;0,75;1,61;1,41;0,19
09/01/2019;0,765;7,1;946;0;1269667;8117972;2159840;14,5;0,45;57,5;62;149,5;11;22;17;3,2;0,8;0,65;1,59;1,4;0,16
10/01/2019;1,105;4,8;944;0;1276225;8292141;2180890;11;0,3;12;36,5;54;6;12;39;1,1;0,35;0,3;1,44;1,31;0,09
11/01/2019;0,57;3;948;0;1322569;8386622;2213713;12,5;0,55;59;73;164;12;23;21;2,55;0,75;0,5;1,5;1,32;0,14
12/01/2019;0,5;4,2;950;0;979522;6350308;1653973;12,5;0,5;43,5;64;128,5;13;20;18;2,45;0,75;0,45;1,65;1,48;0,16
13/01/2019;0,395;4,45;949;0;841656;5505001;1424971;12,5;0,6;47;65,5;138;18;25;11,5;2,15;0,9;0,35;1,75;1,53;0,15
14/01/2019;0,445;6,25;946;0;1314747;8399289;2207741;19;1;163;106,5;351,5;38;55;4,5;8,1;1,95;1,65;1,92;1,66;0,26
15/01/2019;0,605;6,6;945;0;1283812;8199671;2176813;18;0,65;82,5;80,5;207,5;18;30;15;5,95;1,2;0,9;1,65;1,47;0,18
16/01/2019;0,825;4,8;943;0;1234338;7985421;2110694;12;0,4;43,5;59;132,5;23;32;16,5;3,2;0,8;0,55;1,65;1,5;0,13
17/01/2019;0,515;5,1;943;0;1251751;8188498;2127106;12,5;0,4;34;59,5;112;34,5;40;10,5;2,55;0,75;0,4;1,56;1,43;0,12
18/01/2019;0,73;3,5;943;0;1324626;8725130;2254266;11,5;0,5;54,5;61;140,5;17;25;14;2,45;0,75;0,45;1,6;1,41;0,14
19/01/2019;0,68;2,35;941;4,1;952499;6180869;1605969;8,5;0,5;37;53;108,5;19;26;12;2,55;0,85;0,45;1,88;1,69;0,11
20/01/2019;1,035;6,5;939;1,5;816715;5384656;1387479;10;0,3;6;33,5;42;8;10;33;0,95;0,55;0,2;1,48;1,4;0,08
21/01/2019;1,03;5,75;944;0;1282112;8350516;2171426;11,5;0,35;17;43;71;7;7;33;1,75;0,55;0,25;1,4;1,32;0,09
22/01/2019;1,355;4,7;942;0,1;1281651;8251590;2144604;9,5;0,35;24;49,5;87,5;8;14;22;1,45;0,55;0,4;1,66;1,52;0,11
23/01/2019;3,77;9,8;936;0;1231561;8010067;2076852;8,5;0,2;4,5;17,5;22,5;3;6;64,5;0,5;0,3;0,1;1,36;1,3;0,06
24/01/2019;1,54;12,15;938;0;1297323;8481187;2207288;10,5;0,35;20,5;43;73,5;5;11;39,5;1,6;0,4;0,3;1,41;1,33;0,09
25/01/2019;1,125;10,75;943;0;1341279;8667865;2239049;12;0,35;18;46,5;74,5;5;10;28,5;2,85;0,5;0,35;1,37;1,31;0,1
26/01/2019;0,68;7,6;943;0;1012044;6564724;1684447;10,5;0,4;21;51,5;82,5;10;15;19;1,75;0,55;0,25;1,57;1,44;0,09
27/01/2019;1,765;8,1;941;0;883997;5691295;1448315;9;0,3;5,5;25;35,5;7;9;51;0,75;0,35;0,15;1,58;1,47;0,08
28/01/2019;2,52;8,8;942;0;1328595;8429325;2178312;9;0,2;6,5;24,5;35;4;9;62;0,7;0,3;0,15;1,45;1,36;0,07
29/01/2019;2,36;8;940;0;1300719;8544382;2196431;9;0,3;7;29;39;6;11;55,5;0,8;0,35;0,2;1,4;1,33;0,07
30/01/2019;2,23;7,05;938;3,5;1327865;8683586;2250266;8,5;0,3;7;26;35,5;5;9;62;0,75;0,4;0,2;1,38;1,31;0,07
31/01/2019;3,36;9,75;930;1,6;1263784;8254670;2125707;8;0,2;4,5;17,5;24;4;5;50;0,5;0,2;0,1;1,35;1,32;0,04
01/02/2019;3,26;6,8;924;7,4;1455575;9286727;2393418;7,5;0,2;5;21;27;4;6;65,5;0,35;0,2;0,1;1,36;1,31;0,05
02/02/2019;2,555;5,1;936;0;961924;6244065;1608072;7,5;0,3;3,5;18;22;3;6;67;0,45;0,3;0,1;1,39;1,32;0,07
03/02/2019;1,025;5;947;0;872688;5650459;1465690;9,5;0,35;5,5;28;35;5;7;51;0,55;0,45;0,1;1,4;1,34;0,07
04/02/2019;0,51;4,9;950;0;1309974;8293670;2165334;11,5;0,65;64;81;178;15;25;11;3,15;0,95;0,55;1,76;1,58;0,15
05/02/2019;0,55;8,15;950;0;1355433;8668140;2276701;13,5;0,75;79,5;85,5;208;20;31;10;5,55;1,2;0,95;1,87;1,69;0,18
06/02/2019;0,71;8,9;948;0;1309475;8531557;2208181;12;0,5;43;63,5;133;14;24;13;3,25;0,8;0,5;1,6;1,48;0,12
07/02/2019;0,505;9,15;946;0;1314304;8496684;2218747;13;0,7;67,5;73;175;20;33;11;4,45;0,95;0,7;1,7;1,56;0,14
08/02/2019;0,925;8,35;946;0;1392463;8892496;2345658;13;0,5;39;57;115,5;15;21,5;22,5;2,85;0,7;0,45;1,665;1,555;0,11
09/02/2019;0,785;7,45;946;0;1020698;6474352;1679637;11,5;0,4;18;50,5;76;18;24;21,5;1,8;0,7;0,3;1,63;1,53;0,1
10/02/2019;2,08;8,35;946;0;862412;5600467;1437700;9;0,2;3,5;18;24;7;10;44;0,45;0,3;0,1;1,45;1,41;0,04
11/02/2019;1,515;9,9;949;0;1355056;8574448;2260357;11;0,35;8;30,5;42;4;9;49;0,9;0,4;0,15;1,43;1,38;0,06
12/02/2019;0,895;8,25;952;0;1333154;8543263;2236154;10;0,4;24;50,5;86;8;15;38,5;2,35;0,6;0,4;1,47;1,39;0,08
13/02/2019;0,57;8,65;951;0;1358512;8795145;2309773;13;0,5;39;65,5;126,5;12;23;25,5;3,9;0,9;0,55;1,55;1,46;0,1
14/02/2019;0,62;8,1;951;0;1343043;8801391;2283730;13;0,5;30,5;62;108;12;25,5;26;2,8;0,75;0,4;1,54;1,45;0,1
15/02/2019;0,545;8,45;949;0;1355464;8853506;2292858;14;0,55;51;71;150;17;31;19,5;5;1,1;0,7;1,6;1,48;0,12
16/02/2019;1,19;10,35;948;0;1017286;6772839;1724108;12;0,35;10;37;51,5;11;21;41;1,95;0,6;0,25;1,49;1,4;0,08
17/02/2019;0,795;9,65;946;0;931798;6237487;1599709;11;0,3;7;39;51,5;8;15;45;1;0,55;0,2;1,53;1,42;0,09
18/02/2019;0,765;9,1;944;0;1323101;8654149;2249857;11,5;0,4;19;52;82,5;12;28,5;32;2,05;0,65;0,25;1,55;1,45;0,09
19/02/2019;0,57;9,8;944;0;1381554;8987532;2360680;11,5;0,45;21;58;90,5;17;42;29;2,3;0,65;0,35;1,59;1,44;0,1
20/02/2019;0,59;9,35;946;0;1379300;8960591;2332571;11,5;0,6;41;67,5;132;22;49;24;3,8;1,05;0,55;1,6;1,43;0,13
21/02/2019;0,75;10,2;950;0;1340969;8873724;2298677;13;0,5;33,5;61,5;115;20;50;28,5;3,85;0,95;0,55;1,56;1,41;0,12
22/02/2019;0,72;10,45;952;0;1413219;9120509;2372327;13;0,6;56,5;70;153,5;17;38;28,5;4,85;1,2;0,7;1,59;1,41;0,16
23/02/2019;0,58;10,45;950;0;1034231;6807051;1745280;12,5;0,55;28;66;108,5;18;37;21,5;3,9;0,85;0,5;1,62;1,43;0,15
24/02/2019;0,705;12,1;951;0;892917;5943541;1523401;12,5;0,45;22;50,5;85,5;16;35;44;1,85;0,7;0,4;1,62;1,44;0,08
25/02/2019;0,685;11,85;952;0;1326505;8594835;2254562;13,5;0,6;54,5;78,5;163,5;20;38;28;4,95;1,2;0,75;1,63;1,46;0,15
26/02/2019;0,88;12,5;951;0;1382967;8887374;2333747;11,5;0,5;28,5;65;110;17;31;29,5;4,05;0,9;0,6;1,61;1,44;0,12
27/02/2019;0,72;12,4;950;0;1364119;8850242;2320417;12;0,5;27;70;111,5;10;23;30;3,45;0,85;0,5;1,55;1,38;0,13
28/02/2019;0,495;12,1;950;0;1407827;9092781;2366024;12,5;0,6;40,5;82;145;17;32;23,5;4,15;0,95;0,6;1,64;1,43;0,15
01/03/2019;0,88;12,85;947;0;1304513;8546731;2217947;11,5;0,5;11;52;69;12;25;45;2,4;0,7;0,3;1,52;1,37;0,1
02/03/2019;0,835;14;948;0;974556;6445443;1659786;11;0,4;14,5;52,5;74,5;13;24;39;2,2;0,55;0,4;1,57;1,39;0,11
03/03/2019;1,38;12,85;946;0;921209;6152200;1567656;10,5;0,4;11;40;54,5;12;19;44;1,3;0,55;0,3;1,56;1,41;0,1
04/03/2019;2,535;12;944;0;1306097;8592824;2230918;9;0,2;4;18;25;5;11;58;0,55;0,2;0,1;1,39;1,3;0,05
05/03/2019;1,825;11,9;942;0;1360634;8841165;2303314;9,5;0,3;6;30,5;40;6;15;57,5;0,9;0,3;0,2;1,48;1,36;0,06
06/03/2019;3,24;10,35;936;8;1368224;8914739;2326666;9,5;0,2;5;22;29;5;10;52;0,9;0,25;0,15;1,51;1,42;0,06
07/03/2019;1,735;8,35;939;0;1250665;8306247;2150091;9;0,3;8;28,5;40,5;5;11;57,5;0,9;0,4;0,2;1,48;1,35;0,07
08/03/2019;0,795;10,9;946;0;1649916;10545005;2782119;10,5;0,4;16;42,5;65,5;7;14;43,5;1,55;0,45;0,3;1,59;1,46;0,09
09/03/2019;0,58;12,5;952;0;1066591;6971138;1785616;10;0,4;13,5;49;69,5;11;15;36,5;1,9;0,6;0,3;1,57;1,42;0,08
10/03/2019;0,865;14,75;951;0;934564;6200795;1584542;10,5;0,4;12,5;43,5;60,5;14;18,5;29;1,6;0,5;0,25;1,58;1,45;0,09
11/03/2019;1,005;14,75;950;0;1335718;8604868;2259470;10;0,35;14,5;38,5;61,5;9;14;31,5;1,6;0,45;0,3;1,45;1,33;0,07
12/03/2019;1,41;14;948;0;1375969;8963796;2341610;9,5;0,3;17;40,5;68;9;17;41;1,75;0,4;0,3;1,51;1,37;0,08
13/03/2019;1,81;11,85;948;0;1380140;8947311;2339790;10;0,25;6;25;32,5;4;10;60,5;0,7;0,3;0,15;1,41;1,29;0,06
14/03/2019;0,88;11,2;950;0;1368082;8943270;2330919;11;0,4;17;48;74,5;6;13;42,5;1,95;0,5;0,35;1,5;1,35;0,08
15/03/2019;0,72;13,95;949;0;1386789;9008744;2353091;11,5;0,6;41,5;72,5;137,5;11;24;27;4,6;0,8;0,6;1,68;1,47;0,15
16/03/2019;1;15,7;945;0;1021514;6653166;1715541;9;0,3;9;43;62;9;17;46,5;2,4;0,5;0,35;1,52;1,36;0,11
17/03/2019;1,45;14,5;943;0;942629;6178304;1588251;10;0,3;5;29;37;9;25;55;1,15;0,4;0,2;1,57;1,41;0,07
18/03/2019;2,065;10;946;0;1366786;8695122;2262939;10;0,3;3;17;21;4;8;78;0,5;0,3;0,15;1,4;1,27;0,07
19/03/2019;1,75;10,7;947;0;1359064;8802628;2306313;10;0,25;3;20,5;25;4;8;75;0,85;0,3;0,15;1,4;1,29;0,07
20/03/2019;1,745;9,9;951,5;0;1373956;8886681;2319469;9;0,3;3;23,5;29;4;7;70,5;0,6;0,3;0,1;1,41;1,29;0,07
21/03/2019;1,005;10,5;951,5;0;1419592;9148387;2385259;10;0,35;10,5;44;60;8;18;57;1,65;0,45;0,25;1,5;1,34;0,08
22/03/2019;0,955;11,8;951,5;0;1377943;9035915;2339560;11,5;0,35;12;44;63;11;20;57;1,85;0,5;0,3;1,52;1,37;0,09
23/03/2019;1,2;13,9;950,5;0;1007292;6781493;1733206;11;0,3;3;32,5;37;11;23,5;58;1,2;0,4;0,2;1,49;1,36;0,07
24/03/2019;1,08;15,5;948,5;0;885374;5994317;1529601;10,5;0,35;3;28;32;11;22,5;59,5;0,9;0,35;0,2;1,54;1,4;0,07
25/03/2019;1,675;15,2;946,5;0;1288130;8426816;2189188;10;0,3;3;27;32;8;17;71;1,05;0,3;0,2;1,45;1,31;0,07
26/03/2019;2,495;13,2;945,5;0;1358144;8920529;2327420;9;0,3;3;17,5;21,5;7;17;86;0,65;0,25;0,1;1,41;1,28;0,07
27/03/2019;0,905;12,7;948,5;0;1385647;9030317;2344049;11;0,35;12;48;68;9,5;19;58;2,2;0,45;0,3;1,49;1,32;0,09
28/03/2019;0,82;13,2;950,5;0;1367292;8948138;2322958;11;0,4;14,5;48;70,5;8;18;59,5;2,05;0,5;0,3;1,51;1,33;0,08
29/03/2019;1,38;12,5;949,5;0;1433570;9329920;2420023;11;0,3;5;34,5;43,5;8;22;72,5;1,5;0,4;0,2;1,51;1,36;0,09
30/03/2019;1,065;12,9;946;0;1005431;6667743;1708132;10;0,35;4,5;29,5;36;10;18;86;0,95;0,35;0,15;1,49;1,35;0,08
31/03/2019;1,02;11,1;941,5;0,65;935397;6186185;1581587;10;0,3;2;25,5;29;9;16;68;0,7;0,3;0,1;1,46;1,36;0,07
01/04/2019;0,955;12,2;941;0;1341658;8694524;2274202;10;0,35;6;34,5;46;7;12;50,5;1,15;0,3;0,2;1,45;1,35;0,07
02/04/2019;0,995;13,1;942;0;1392589;9000790;2355807;9,5;0,3;17,5;44;69,5;9;16;46;1,9;0,4;0,3;1,71;1,64;0,08
03/04/2019;1,815;11,7;936;0;1390937;9000893;2355931;9,5;0,3;11,5;31,5;49;9;16;71;1,4;0,4;0,25;1,48;1,32;0,08
04/04/2019;1,405;9,3;932,5;0;1417859;9037686;2387452;9;0,3;6,5;28,5;37,5;5;10;76,5;1;0,4;0,2;1,43;1,27;0,09
05/04/2019;2,055;6,7;929,5;4;1424300;9099391;2356832;8,5;0,3;5;29,5;38,5;4;10;69;1,05;0,3;0,2;1,43;1,31;0,07
06/04/2019;2,3;6,2;932,5;1,85;1056220;6745590;1750098;8;0,25;3;16;21;4;6;74;0,45;0,2;0,1;1,41;1,29;0,07
07/04/2019;1,635;8,1;938,5;1,55;924224;6015611;1548708;8,5;0,25;2,5;17;21;4;8;77,5;0,35;0,2;0,1;1,42;1,31;0,06
08/04/2019;1,69;11,1;940;2;1262395;8096810;2128102;8,5;0,3;5,5;25;33;6;8;64;0,7;0,25;0,1;1,47;1,38;0,05
09/04/2019;1,945;9;940,5;1,2;1342483;8633332;2262745;8,5;0,3;5,5;22,5;30;4;9;70;0,65;0,25;0,1;1,42;1,31;0,06
10/04/2019;1,74;10,6;941;0;1421304;9064343;2393849;9;0,3;5,5;24,5;32;4;7;76;0,7;0,3;0,15;1,42;1,3;0,07
11/04/2019;1,23;11,1;944,5;0;1429554;9158578;2440580;10;0,3;10;32;49;6;12;67,5;0,5;0,3;0,1;1,43;1,31;0,07
12/04/2019;0,865;12,4;944,5;0;1342211;8713001;2261956;9,5;0,35;12;40;57,5;7;14;65,5;1,3;0,4;0,25;1,49;1,34;0,08
13/04/2019;0,85;14,3;944,5;0;977299;6361951;1629290;9,5;0,35;7,5;45;55,5;12;17;72;1,75;0,35;0,25;1,54;1,37;0,09
14/04/2019;1,025;17,5;943,5;0;807369;5339524;1394178;9;0,3;5;28,5;35,5;9;15;57;0,95;0,25;0,2;1,58;1,44;0,07
15/04/2019;1,635;17,3;940;0;1197797;7618284;2017633;9,5;0,3;13;31;52;9;21;46;1,3;0,3;0,2;1,55;1,45;0,07
16/04/2019;1,04;15,6;943;0;1141640;7496823;1953242;9,5;0,3;11,5;33,5;50,5;6;13;68,5;1,3;0,3;0,2;1,53;1,39;0,07
17/04/2019;1,94;16,3;939;0,8;1133209;7423109;1924978;9;0,25;2;19,5;24;11;28;81,5;0,8;0,2;0,1;1,42;1,33;0,05
18/04/2019;1,13;10,7;940;21,35;614192;4062329;1046888;9;0,25;1;17;19;5;7;90;0,55;0,2;0,1;1,41;1,34;0,05
19/04/2019;1,035;10;942,5;7,35;572647;3738431;987119;9;0,25;1;17;20,5;4;5;75,5;0,5;0,2;0,1;1,41;1,34;0,05
20/04/2019;2,715;14;943;0,05;661367;4337670;1126747;9;0,2;1;11;15;8;15;93,5;0,4;0,2;0,1;1,44;1,33;0,05
21/04/2019;2,015;11;939;0;685223;4588507;1189032;9;0,25;1;11;13,5;6;9;96;0,2;0,3;0,1;1,43;1,32;0,06
22/04/2019;1,115;13,5;932;0;1262425;8190636;2133240;9;0,3;6,5;27,5;36;10;19;77;0,9;0,3;0,2;1,46;1,32;0,07
23/04/2019;2,165;10,45;928,5;1,8;1346502;8767455;2291211;8,5;0,25;3;23,5;31;7;13;80,5;0,65;0,2;0,1;1,51;1,37;0,07
24/04/2019;2,305;7,75;933;25,25;1311119;8459073;2246324;8,5;0,25;5;26;34;4;8;59;1;0,25;0,2;1,49;1,38;0,06
25/04/2019;3,19;9,9;937,5;4,4;1394190;9084843;2408713;8;0,2;3,5;16;22,5;4;8;71,5;0,45;0,2;0,1;1,41;1,31;0,06
26/04/2019;1,365;12,35;947,5;0;1415817;9096165;2387978;8,5;0,3;5;23;30,5;5;9;70;0,9;0,3;0,2;1,43;1,32;0,06
27/04/2019;0,665;14,95;950;0;1090343;7197960;1860033;9;0,4;9;43;54;9;15,5;54;1,55;0,4;0,3;1,52;1,39;0,09
28/04/2019;1;18,2;947,5;0;944859;6182165;1609885;8,5;0,25;5;27;35;7;10,5;62;1;0,3;0,2;1,46;1,37;0,06
29/04/2019;0,995;19,55;943,5;0;1349998;8737477;2310618;8;0,3;5;32;41;7;12;60;1,35;0,35;0,25;1,43;1,33;0,07
30/04/2019;1,01;20,35;941,5;0;1410374;9189991;2436140;8,5;0,2;9,5;32,5;48,5;7;13;59;1,75;0,3;0,3;1,47;1,36;0,07
01/05/2019;1,065;19,35;940;0;743436;4948804;1279789;8;0,2;2;19;23,5;5;11;79;0,85;0,2;0,15;1,46;1,35;0,06
02/05/2019;1,075;19,2;940;0;727084;4751299;1243666;8,5;0,2;2;16,5;19;6;11;85;0,6;0,2;0,1;1,43;1,36;0,05
03/05/2019;1,595;16,7;939;0;1026004;6696640;1746220;8;0,2;3,5;20;27;6;10;68,5;0,65;0,2;0,1;1,44;1,34;0,05
04/05/2019;1,125;15,15;940,5;0;828789;5461459;1430845;8;0,2;2,5;16;22;5;6;85;0,5;0,2;0,1;1,44;1,32;0,05
05/05/2019;1,44;16,1;942,5;0;900927;6044452;1578550;7,5;0,2;2;15;19;4;8;86;0,4;0,2;0,1;1,42;1,31;0,05
06/05/2019;1,27;17,8;943,5;0;1332823;8641614;2287129;8,5;0,3;10;36;52;7;15;71,5;1,3;0,3;0,2;1,52;1,37;0,07
07/05/2019;1,915;17,75;942,5;0;1382170;8979648;2366219;8,5;0,2;6,5;22,5;31,5;9;20;63,5;0,75;0,2;0,15;1,51;1,42;0,04
08/05/2019;3,58;16,2;940;0;1387577;8910147;2359977;9;0,2;3;11;16,5;4;9;58,5;0,45;0,1;0,1;1,39;1,33;0,03
09/05/2019;2,1;16,15;940,5;0;1451611;9406316;2478968;9;0,2;4;18;25,5;5;12;62;0,85;0,2;0,2;1,41;1,33;0,04
10/05/2019;2,47;19,1;941,5;0;1420264;9190215;2408265;8;0,2;4;13;20;5;8;41;0,55;0,15;0,15;1,38;1,35;0,03
11/05/2019;1,28;20,7;946;0;1060824;6994317;1819399;7,5;0,2;4;21,5;29,5;7;14;72,5;0,95;0,2;0,2;1,5;1,4;0,09
12/05/2019;1,535;19;949;0;944759;6367028;1647853;7;0,2;2;14,5;18;4;9;85;0,45;0,2;0,1;1,41;1,3;0,06
13/05/2019;1,225;21,8;945;0;1343814;8671465;2277143;7;0,2;4,5;28,5;35,5;6;11;80,5;1,35;0,3;0,25;1,42;1,3;0,08
14/05/2019;1,03;21,7;943;0;1391088;8985799;2362134;8;0,3;4;36;41,5;8;19;91;1,85;0,3;0,3;1,48;1,35;0,07
15/05/2019;0,915;24,4;939;0;918175;6059273;1551165;8;0,3;6;40,5;48,5;9;17;61;2,55;0,35;0,3;1,56;1,41;0,14
16/05/2019;1,875;21,6;936,5;0,15;1413252;9149871;2405379;8;0,2;6;26,5;35,5;10;27;74,5;1,45;0,3;0,2;1,47;1,36;0,07
17/05/2019;2,51;13,7;937;0,2;1341452;8828403;2310727;8,5;0,2;3,5;16;21;4;8,5;86;0,7;0,2;0,1;1,39;1,34;0,05
18/05/2019;1,7;13,5;938;0;1000024;6666620;1728018;8,5;0,2;2;11,5;14;4;6;81;0,5;0,2;0,1;1,38;1,335;0,05
19/05/2019;0,975;15,9;939;0;915490;6050855;1566978;8;0,2;1,5;11,5;15;4;6;83;0,6;0,2;0,1;1,39;1,335;0,05
20/05/2019;1,05;16,2;940;0;1356186;8768501;2288742;9;0,2;4;23,5;29;6;11;76,5;1;0,2;0,2;1,415;1,36;0,06
21/05/2019;1,185;19,1;941;0;1343009;8619647;2274439;8,5;0,2;2,5;23,5;28;7;13;84,5;1,25;0,2;0,2;1,44;1,33;0,07
22/05/2019;1;21;943,5;0;1417119;9180445;2401808;8,5;0,2;4,5;31;38,5;9;16;79,5;1,65;0,3;0,2;1,47;1,35;0,07
23/05/2019;1,29;22,3;942,5;0;1399041;9057454;2388942;9;0,3;9;42,5;56;11;23;62,5;2,55;0,3;0,35;1,52;1,38;0,11
24/05/2019;2,005;20,1;941,5;0;1379613;9048053;2362435;8;0,2;2;13,5;18,5;7;15;74;1,05;0,1;0,2;1,41;1,31;0,07
25/05/2019;1,675;18,2;944,5;0;1018629;6747494;1708245;8;0,2;2;10;12,5;4;7;69,5;0,45;0,1;0,1;1,42;1,31;0,05
26/05/2019;1,41;19;944;0;948806;6201521;1579953;8;0,2;2;10;13;5;8;66;0,45;0,1;0,1;1,42;1,31;0,05
27/05/2019;1,15;21,8;941;0;1371562;8701556;2267359;7,5;0,2;8;28;39,5;6;13;55;1,65;0,2;0,2;1,48;1,33;0,15
28/05/2019;1,885;19,4;942,5;0;1348009;8635344;2266297;7,5;0,2;3;14,5;19;5;10;70;0,95;0,2;0,1;1,4;1,29;0,05
29/05/2019;1,83;18,5;947,5;0;1322166;8539555;2253648;8;0,2;3;12;16;5;10;68;0,75;0,2;0,15;1,41;1,31;0,05
30/05/2019;1,475;22,2;948,5;0;1440286;9137955;2404684;8;0,2;4,5;19,5;28;5;9;59;1,2;0,15;0,2;1,42;1,3;0,08
31/05/2019;0,965;24,65;945,5;0;1398879;9009121;2374291;8;0,2;5;33;40,5;7;17;78;1,8;0,3;0,3;1,5;1,35;0,11
01/06/2019;0,98;25,45;946;0;1042617;6824807;1750746;8,5;0,2;3;28,5;32,5;9;19;82,5;1,55;0,25;0,2;1,57;1,42;0,1
02/06/2019;1,18;26,45;944;0;925666;6141177;1576980;8;0,2;2;23,5;27,5;10;18;89;1,2;0,2;0,2;1,57;1,43;0,09
03/06/2019;1,48;26,8;942,5;0;1336088;8595968;2285812;8,5;0,2;6;39;49;12;27;74,5;2,05;0,3;0,3;1,5;1,35;0,1
04/06/2019;2,105;23,45;938;0;1342495;8712478;2283669;8;0,2;3;22;27;9;21;69,5;1,3;0,15;0,2;1,47;1,35;0,07
05/06/2019;2,425;17,4;939;0;1407598;8927855;2360406;8,5;0,2;3;12,5;17;5;11;78;0,9;0,2;0,15;1,485;1,385;0,1
